file,label
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409062016145551_20250815215820_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409082014150200_20250801212545_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409082020150128_20250911071117_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409092017145550_20250823141122_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409092017145559_20250823141344_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409092025133530_20251122045312_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409112015150211_20250808202655_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409122018145637_20250829145150_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409122018145646_20250829145717_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409152019145504_20250905091533_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409152019145513_20250905092305_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409162023143147_20250930100919_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409172023000948_20250930061558_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409192014144330_20250802022223_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409192018150244_20250829174949_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409202015145547_20250808235134_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409202015145556_20250809000128_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409212013150138_20250725225658_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409222001145521_20250213021344_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409222019150115_20250905115001_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409272021145712_20250917210515_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409292025133644_20251123093932_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409292025133653_20251123095935_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409302013145521_20250726020850_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409302013145529_20250726021113_SKT.tif,cloudy
